unix,close
1623876240.0,23.369
1623876300.0,23.399
1623876360.0,23.456999999999997
1623876420.0,23.412
1623876480.0,23.421999999999997
1623876540.0,23.404
1623876600.0,23.458000000000002
1623876660.0,23.427
1623876720.0,23.447
1623876780.0,23.427
1623876840.0,23.397
1623876900.0,23.401999999999997
1623876960.0,23.375999999999998
1623877020.0,23.368000000000002
1623877080.0,23.296
1623877140.0,23.307
1623877200.0,23.263
1623877260.0,23.299
1623877320.0,23.275
1623877380.0,23.281999999999996
1623877440.0,23.276
1623877500.0,23.279
1623877560.0,23.284000000000002
1623877620.0,23.244
1623877680.0,23.180999999999997
1623877740.0,23.205
1623877800.0,23.235
1623877860.0,23.235
1623877920.0,23.235
1623877980.0,23.201999999999998
1623878040.0,23.2
1623878100.0,23.224
1623878160.0,23.243000000000002
1623878220.0,23.22
1623878280.0,23.230999999999998
1623878340.0,23.237
1623878400.0,23.259
1623878460.0,23.29
1623878520.0,23.291
1623878580.0,23.298000000000002
1623878640.0,23.308000000000003
1623878700.0,23.340999999999998
1623878760.0,23.354
1623878820.0,23.365
1623878880.0,23.369
1623878940.0,23.409000000000002
1623879000.0,23.412
1623879060.0,23.41800000000001
1623879120.0,23.428
1623879180.0,23.428
1623879240.0,23.428
1623879300.0,23.43
1623879360.0,23.428
1623879420.0,23.419
1623879480.0,23.366
1623879540.0,23.372
1623879600.0,23.331
1623879660.0,23.299
1623879720.0,23.335
1623879780.0,23.323
1623879840.0,23.307
1623879900.0,23.316999999999997
1623879960.0,23.316999999999997
1623880020.0,23.340999999999998
1623880080.0,23.359
1623880140.0,23.359
1623880200.0,23.374000000000002
1623880260.0,23.386999999999997
1623880320.0,23.441
1623880380.0,23.465
1623880440.0,23.44400000000001
1623880500.0,23.406
1623880560.0,23.434
1623880620.0,23.406999999999996
1623880680.0,23.419
1623880740.0,23.41800000000001
1623880800.0,23.410999999999998
1623880800.0,23.410999999999998
1623880860.0,23.421
1623880920.0,23.41800000000001
1623880980.0,23.42
1623881040.0,23.441999999999997
1623881100.0,23.465
1623881160.0,23.496
1623881220.0,23.518
1623881280.0,23.523000000000003
1623881340.0,23.53
1623881400.0,23.524
1623881460.0,23.526999999999997
1623881520.0,23.50800000000001
1623881580.0,23.489
1623881640.0,23.499000000000002
1623881700.0,23.475
1623881760.0,23.491999999999997
1623881820.0,23.459
1623881880.0,23.436
1623881940.0,23.406
1623882000.0,23.468000000000004
1623882060.0,23.5
1623882120.0,23.56900000000001
1623882180.0,23.563000000000002
1623882240.0,23.54
1623882300.0,23.545
1623882360.0,23.489
1623882420.0,23.451999999999998
1623882480.0,23.476999999999997
1623882540.0,23.48
1623882600.0,23.52
1623882660.0,23.456999999999997
1623882720.0,23.389
1623882780.0,23.34
1623882840.0,23.366
1623882900.0,23.346999999999998
1623882960.0,23.29300000000001
1623883020.0,23.241
1623883080.0,23.264
1623883140.0,23.232
1623883200.0,23.209
1623883260.0,23.209
1623883320.0,23.264
1623883380.0,23.211
1623883440.0,23.143
1623883500.0,23.171
1623883560.0,23.156999999999996
1623883620.0,23.184
1623883680.0,23.195999999999998
1623883740.0,23.159000000000002
1623883800.0,23.109
1623883860.0,23.096999999999998
1623883920.0,23.061999999999998
1623883980.0,23.07
1623884040.0,23.06900000000001
1623884100.0,23.074
1623884160.0,23.105999999999998
1623884220.0,23.134
1623884280.0,23.124000000000002
1623884340.0,23.085
1623884400.0,23.085
1623884460.0,23.0
1623884520.0,23.031
1623884580.0,22.89
1623884640.0,22.98
1623884700.0,22.975
1623884760.0,22.998
1623884820.0,22.993000000000002
1623884880.0,22.914
1623884940.0,22.921999999999997
1623885000.0,22.868000000000002
1623885060.0,22.927
1623885120.0,22.875999999999998
1623885180.0,22.888
1623885240.0,22.92
1623885300.0,22.873
1623885360.0,22.874000000000002
1623885420.0,22.88
1623885480.0,22.888
1623885540.0,22.935
1623885600.0,22.893
1623885660.0,22.941999999999997
1623885720.0,22.864
1623885780.0,22.840999999999998
1623885840.0,22.88
1623885900.0,22.861
1623885960.0,22.815
1623886020.0,22.861
1623886080.0,22.864
1623886140.0,22.846
1623886200.0,22.849
1623886260.0,22.85
1623886320.0,22.823
1623886380.0,22.81900000000001
1623886440.0,22.81
1623886500.0,22.85
1623886560.0,22.846999999999998
1623886620.0,22.85
1623886680.0,22.811
1623886740.0,22.865
1623886800.0,22.865
1623886860.0,22.820999999999998
1623886920.0,22.839000000000002
1623886980.0,22.829
1623887040.0,22.796
1623887100.0,22.846
1623887160.0,22.851999999999997
1623887220.0,22.820999999999998
1623887280.0,22.865
1623887340.0,22.865
1623887400.0,22.878
1623887460.0,22.871
1623887520.0,22.831999999999997
1623887580.0,22.871
1623887640.0,22.89
1623887700.0,22.9
1623887760.0,22.935
1623887820.0,22.95300000000001
1623887880.0,22.993000000000002
1623887940.0,23.04
1623888000.0,23.035999999999998
1623888060.0,23.236
1623888120.0,23.061
1623888180.0,23.14
1623888240.0,23.166999999999998
1623888300.0,23.173000000000002
1623888360.0,23.218000000000004
1623888420.0,23.256999999999998
1623888480.0,23.252
1623888540.0,23.29300000000001
1623888600.0,23.288
1623888660.0,23.29
1623888720.0,23.302
1623888780.0,23.291
1623888840.0,23.318
1623888900.0,23.35
1623888960.0,23.372
1623889020.0,23.34
1623889080.0,23.323
1623889140.0,23.281
1623889200.0,23.25800000000001
1623889260.0,23.243000000000002
1623889320.0,23.243000000000002
1623889440.0,23.31
1623889560.0,23.313000000000002
1623889620.0,23.299
1623889680.0,23.322
1623889740.0,23.322
1623889800.0,23.36
1623889860.0,23.33
1623889920.0,23.398000000000003
1623889980.0,23.386999999999997
1623890040.0,23.445
1623890100.0,23.496
1623890160.0,23.476999999999997
1623890220.0,23.44400000000001
1623890280.0,23.43
1623890340.0,23.423000000000002
1623890400.0,23.445999999999998
1623890460.0,23.45
1623890520.0,23.44400000000001
1623890580.0,23.45
1623890640.0,23.438000000000002
1623890700.0,23.39
1623890760.0,23.374000000000002
1623890820.0,23.346
1623890880.0,23.39
1623890940.0,23.372
1623891000.0,23.32
1623891060.0,23.4
1623891120.0,23.38
1623891180.0,23.38
1623891240.0,23.39
1623891300.0,23.4
1623891360.0,23.374000000000002
1623891420.0,23.374000000000002
1623891480.0,23.364
1623891540.0,23.409000000000002
1623891600.0,23.428
1623891660.0,23.403000000000002
1623891720.0,23.371
1623891780.0,23.389
1623891840.0,23.384
1623891900.0,23.384
1623891960.0,23.45
1623892020.0,23.45
1623892080.0,23.47
1623892140.0,23.521
1623892200.0,23.546
1623892260.0,23.538
1623892320.0,23.524
1623892380.0,23.525
1623892440.0,23.518
1623892500.0,23.518
1623892560.0,23.54300000000001
1623892620.0,23.511999999999997
1623892680.0,23.434
1623892740.0,23.429000000000002
1623892800.0,23.406
1623892860.0,23.406
1623892920.0,23.424
1623892980.0,23.416999999999998
1623893040.0,23.423000000000002
1623893100.0,23.45
1623893160.0,23.47300000000001
1623893220.0,23.464000000000002
1623893280.0,23.537
1623893340.0,23.505
1623893400.0,23.505
1623893460.0,23.45300000000001
1623893520.0,23.476
1623893580.0,23.451999999999998
1623893640.0,23.478
1623893700.0,23.421999999999997
1623893760.0,23.397
1623893820.0,23.44
1623893880.0,23.425
1623893940.0,23.438000000000002
1623894000.0,23.4
1623894060.0,23.416999999999998
1623894120.0,23.355999999999998
1623894180.0,23.388
1623894240.0,23.46
1623894300.0,23.479
1623894360.0,23.401999999999997
1623894420.0,23.425
1623894480.0,23.428
1623894540.0,23.456999999999997
1623894600.0,23.451
1623894660.0,23.445
1623894720.0,23.447
1623894780.0,23.445
1623894840.0,23.426
1623894900.0,23.455
1623894960.0,23.468000000000004
1623895020.0,23.425
1623895080.0,23.421999999999997
1623895140.0,23.38
1623895200.0,23.427
1623895260.0,23.419
1623895320.0,23.419
1623895380.0,23.451999999999998
1623895440.0,23.43
1623895500.0,23.484
1623895560.0,23.513
1623895620.0,23.502
1623895680.0,23.49
1623895740.0,23.487
1623895800.0,23.487
1623895860.0,23.49
1623895920.0,23.525
1623895980.0,23.56
1623896040.0,23.544
1623896100.0,23.564
1623896160.0,23.526
1623896220.0,23.576999999999998
1623896280.0,23.660999999999998
1623896340.0,23.65
1623896400.0,23.596
1623896460.0,23.619
1623896520.0,23.605999999999998
1623896580.0,23.59800000000001
1623896640.0,23.612
1623896700.0,23.662
1623896760.0,23.628
1623896820.0,23.581
1623896880.0,23.616
1623896940.0,23.586
1623897000.0,23.63300000000001
1623897060.0,23.579
1623897120.0,23.581
1623897180.0,23.548000000000002
1623897240.0,23.553
1623897300.0,23.545
1623897360.0,23.548000000000002
1623897420.0,23.546
1623897480.0,23.541
1623897540.0,23.555999999999997
1623897600.0,23.557
1623897660.0,23.56900000000001
1623897720.0,23.564
1623897780.0,23.564
1623897840.0,23.564
1623897900.0,23.576999999999998
1623897960.0,23.636
1623898020.0,23.629
1623898080.0,23.57800000000001
1623898140.0,23.579
1623898200.0,23.570999999999998
1623898260.0,23.576999999999998
1623898320.0,23.59
1623898380.0,23.636999999999997
1623898440.0,23.631
1623898500.0,23.616
1623898560.0,23.629
1623898620.0,23.621
1623898680.0,23.627
1623898740.0,23.584
1623898800.0,23.625
1623898800.0,23.625
1623898860.0,23.621
1623898920.0,23.623
1623898980.0,23.601999999999997
1623899040.0,23.641
1623899100.0,23.647
1623899160.0,23.665
1623899220.0,23.615
1623899280.0,23.628
1623899340.0,23.625
1623899400.0,23.62
1623899460.0,23.651999999999997
1623899520.0,23.665
1623899580.0,23.656
1623899640.0,23.649
1623899700.0,23.663
1623899760.0,23.6
1623899820.0,23.61
1623899880.0,23.589000000000002
1623899940.0,23.579
1623900000.0,23.55
1623900060.0,23.563000000000002
1623900120.0,23.587
1623900180.0,23.59800000000001
1623900240.0,23.595
1623900300.0,23.607
1623900360.0,23.616999999999997
1623900420.0,23.581
1623900480.0,23.613000000000003
1623900540.0,23.613000000000003
1623900600.0,23.648000000000003
1623900660.0,23.647
1623900720.0,23.64
1623900780.0,23.662
1623900840.0,23.665
1623900900.0,23.67
1623900960.0,23.733
1623901020.0,23.732
1623901080.0,23.69
1623901140.0,23.693
1623901200.0,23.655
1623901260.0,23.6
1623901320.0,23.636999999999997
1623901380.0,23.636999999999997
1623901440.0,23.63
1623901500.0,23.636
1623901560.0,23.59800000000001
1623901620.0,23.609
1623901680.0,23.612
1623901740.0,23.616999999999997
1623901800.0,23.63
1623901860.0,23.613000000000003
1623901920.0,23.6
1623901980.0,23.581
1623902040.0,23.593000000000004
1623902100.0,23.607
1623902160.0,23.607
1623902220.0,23.587
1623902280.0,23.601
1623902340.0,23.605999999999998
1623902400.0,23.629
1623902460.0,23.643
1623902520.0,23.676
1623902580.0,23.70300000000001
1623902640.0,23.704
1623902700.0,23.73
1623902760.0,23.688000000000002
1623902820.0,23.701999999999998
1623902880.0,23.701999999999998
1623902940.0,23.741
1623903000.0,23.71
1623903060.0,23.701999999999998
1623903120.0,23.689
1623903180.0,23.682
1623903240.0,23.706999999999997
1623903300.0,23.75
1623903360.0,23.753
1623903420.0,23.781
1623903480.0,23.741999999999997
1623903540.0,23.823
1623903600.0,23.811999999999998
1623903660.0,23.816999999999997
1623903720.0,23.851999999999997
1623903780.0,23.875999999999998
1623903840.0,23.831
1623903900.0,23.85
1623903960.0,23.884
1623904020.0,23.869
1623904080.0,23.9
1623904140.0,23.94
1623904200.0,23.936999999999998
1623904260.0,23.928
1623904320.0,23.912
1623904380.0,23.86
1623904440.0,23.881
1623904500.0,23.858
1623904560.0,23.846999999999998
1623904620.0,23.85
1623904680.0,23.872
1623904740.0,23.84
1623904800.0,23.825
1623904860.0,23.822
1623904920.0,23.875
1623904980.0,23.824
1623905040.0,23.771
1623905100.0,23.784000000000002
1623905160.0,23.824
1623905220.0,23.808000000000003
1623905280.0,23.791
1623905340.0,23.784000000000002
1623905400.0,23.836
1623905460.0,23.829
1623905520.0,23.838
1623905580.0,23.783
1623905640.0,23.805999999999997
1623905700.0,23.81900000000001
1623905760.0,23.807
1623905820.0,23.775
1623905880.0,23.719
1623905940.0,23.744
1623906000.0,23.776999999999997
1623906060.0,23.738000000000003
1623906120.0,23.691999999999997
1623906180.0,23.635
1623906240.0,23.6
1623906300.0,23.596
1623906360.0,23.588
1623906420.0,23.6
1623906480.0,23.551
1623906540.0,23.588
1623906600.0,23.58
1623906660.0,23.6
1623906720.0,23.6
1623906780.0,23.623
1623906840.0,23.643
1623906900.0,23.660999999999998
1623906960.0,23.66
1623907020.0,23.647
1623907080.0,23.629
1623907140.0,23.596
1623907200.0,23.628
1623907260.0,23.61
1623907320.0,23.601
1623907380.0,23.601
1623907440.0,23.601
1623907500.0,23.574
1623907560.0,23.601
1623907620.0,23.609
1623907680.0,23.624000000000002
1623907740.0,23.581
1623907800.0,23.604
1623907860.0,23.599
1623907920.0,23.64
1623907980.0,23.659000000000002
1623908040.0,23.648000000000003
1623908100.0,23.675
1623908160.0,23.70300000000001
1623908220.0,23.689
1623908280.0,23.688000000000002
1623908340.0,23.684
1623908400.0,23.69
1623908460.0,23.665
1623908520.0,23.631
1623908580.0,23.636
1623908640.0,23.655
1623908700.0,23.669
1623908760.0,23.653000000000002
1623908820.0,23.663
1623908880.0,23.7
1623908940.0,23.7
1623909000.0,23.649
1623909060.0,23.660999999999998
1623909120.0,23.66
1623909180.0,23.609
1623909240.0,23.627
1623909300.0,23.63
1623909360.0,23.601
1623909420.0,23.604
1623909480.0,23.592
1623909540.0,23.595
1623909600.0,23.658
1623909660.0,23.63300000000001
1623909720.0,23.651999999999997
1623909780.0,23.646
1623909840.0,23.643
1623909900.0,23.643
1623909960.0,23.643
1623910020.0,23.643
1623910080.0,23.666
1623910140.0,23.679000000000002
1623910200.0,23.683000000000003
1623910260.0,23.701
1623910320.0,23.71
1623910380.0,23.73
1623910440.0,23.816999999999997
1623910500.0,23.794
1623910560.0,23.756999999999998
1623910620.0,23.741999999999997
1623910680.0,23.725
1623910740.0,23.691999999999997
1623910800.0,23.75800000000001
1623910860.0,23.764
1623910920.0,23.787
1623910980.0,23.807
1623911040.0,23.79300000000001
1623911100.0,23.802
1623911160.0,23.891
1623911220.0,23.875
1623911280.0,23.924
1623911340.0,23.91800000000001
1623911400.0,23.8
1623911460.0,23.829
1623911520.0,23.801
1623911580.0,23.814
1623911640.0,23.805
1623911700.0,23.81900000000001
1623911760.0,23.840999999999998
1623911820.0,23.844
1623911880.0,23.901
1623911940.0,23.906999999999996
1623912000.0,23.897
1623912060.0,23.895
1623912120.0,23.92
1623912180.0,23.933000000000003
1623912240.0,23.9
1623912300.0,23.906
1623912360.0,23.879
1623912420.0,23.892
1623912480.0,23.908
1623912540.0,23.903000000000002
1623912600.0,23.891
1623912660.0,23.921999999999997
1623912720.0,23.936999999999998
1623912780.0,23.924
1623912840.0,23.930999999999997
1623912900.0,23.956
1623912960.0,23.928
1623913020.0,23.898000000000003
1623913080.0,23.92
1623913140.0,23.905
1623913200.0,23.929000000000002
1623913260.0,23.891
1623913320.0,23.906999999999996
1623913380.0,23.889
1623913440.0,23.875999999999998
1623913500.0,23.875999999999998
1623913560.0,23.878
1623913620.0,23.91800000000001
1623913680.0,23.926
1623913740.0,23.889
1623913800.0,23.935
1623913860.0,23.923000000000002
1623913920.0,23.921
1623913980.0,23.91800000000001
1623914040.0,23.924
1623914100.0,23.862
1623914160.0,23.854
1623914220.0,23.919
1623914340.0,23.906999999999996
1623914400.0,23.919
1623914460.0,23.925
1623914520.0,23.908
1623914580.0,23.934
1623914640.0,23.909000000000002
1623914700.0,23.941
1623914760.0,23.978
1623914820.0,23.949
1623914880.0,23.959
1623914940.0,23.908
1623915000.0,23.886999999999997
1623915060.0,23.912
1623915120.0,23.939
1623915180.0,23.928
1623915240.0,23.943
1623915300.0,23.97300000000001
1623915360.0,23.976999999999997
1623915420.0,23.971
1623915480.0,23.95
1623915540.0,23.979
1623915600.0,23.98
1623915660.0,23.98
1623915720.0,23.929000000000002
1623915780.0,23.938000000000002
1623915840.0,23.964000000000002
1623915900.0,23.974
1623915960.0,23.929000000000002
1623916020.0,23.951
1623916080.0,23.941999999999997
1623916140.0,23.938000000000002
1623916200.0,23.969
1623916260.0,23.949
1623916320.0,23.908
1623916380.0,23.914
1623916440.0,23.921
1623916500.0,23.938000000000002
1623916560.0,23.923000000000002
1623916620.0,23.939
1623916680.0,23.939
1623916740.0,23.916
1623916800.0,23.928
1623916800.0,23.928
1623916860.0,23.989
1623916920.0,23.964000000000002
1623916980.0,23.974
1623917040.0,23.965
1623917100.0,23.95
1623917160.0,23.932
1623917220.0,23.884
1623917280.0,23.886999999999997
1623917340.0,23.82
1623917400.0,23.808000000000003
1623917460.0,23.805
1623917520.0,23.822
1623917580.0,23.813000000000002
1623917640.0,23.829
1623917700.0,23.857
1623917760.0,23.879
1623917820.0,23.844
1623917880.0,23.88
1623917940.0,23.854
1623918000.0,23.87
1623918060.0,23.87
1623918120.0,23.87
1623918180.0,23.871
1623918240.0,23.91800000000001
1623918300.0,23.913
1623918360.0,23.875999999999998
1623918420.0,23.875999999999998
1623918480.0,23.84800000000001
1623918540.0,23.885
1623918600.0,23.945999999999998
1623918660.0,23.964000000000002
1623918720.0,23.983
1623918780.0,24.0
1623918840.0,23.97300000000001
1623918900.0,23.95300000000001
1623918960.0,23.962
1623919020.0,23.989
1623919080.0,23.99
1623919140.0,23.988000000000003
1623919200.0,23.97
1623919260.0,23.933000000000003
1623919320.0,23.923000000000002
1623919380.0,23.91800000000001
1623919440.0,23.91
1623919500.0,23.829
1623919560.0,23.815
1623919620.0,23.815
1623919680.0,23.8
1623919740.0,23.721
1623919800.0,23.69
1623919860.0,23.729
1623919920.0,23.675
1623919980.0,23.689
1623920040.0,23.683000000000003
1623920100.0,23.71
1623920160.0,23.76
1623920220.0,23.816
1623920280.0,23.81900000000001
1623920340.0,23.881
1623920400.0,23.88300000000001
1623920460.0,23.88
1623920520.0,23.836
1623920580.0,23.776999999999997
1623920640.0,23.892
1623920700.0,23.863000000000003
1623920760.0,23.846
1623920820.0,23.811
1623920880.0,23.791999999999998
1623920940.0,23.773000000000003
1623921000.0,23.764
1623921060.0,23.741999999999997
1623921120.0,23.769000000000002
1623921180.0,23.739
1623921240.0,23.741
1623921300.0,23.744
1623921360.0,23.714000000000002
1623921420.0,23.712
1623921480.0,23.713
1623921540.0,23.71
1623921600.0,23.698
1623921660.0,23.673000000000002
1623921720.0,23.691
1623921780.0,23.666
1623921840.0,23.669
1623921900.0,23.671999999999997
1623921960.0,23.671
1623922020.0,23.70300000000001
1623922080.0,23.741999999999997
1623922140.0,23.759
1623922200.0,23.791
1623922260.0,23.795
1623922320.0,23.796
1623922380.0,23.746
1623922440.0,23.773000000000003
1623922500.0,23.737
1623922560.0,23.738000000000003
1623922620.0,23.695999999999998
1623922680.0,23.765
1623922740.0,23.738000000000003
1623922800.0,23.736
1623922860.0,23.781
1623922920.0,23.746
1623922980.0,23.715999999999998
1623923040.0,23.76
1623923100.0,23.754
1623923160.0,23.73
1623923280.0,23.701999999999998
1623923340.0,23.7
1623923400.0,23.725
1623923460.0,23.769000000000002
1623923520.0,23.785
1623923580.0,23.788
1623923640.0,23.849
1623923700.0,23.807
1623923760.0,23.822
1623923820.0,23.84
1623923880.0,23.788
1623923940.0,23.836
1623924000.0,23.843000000000004
1623924060.0,23.836
1623924120.0,23.802
1623924180.0,23.798000000000002
1623924240.0,23.772
1623924300.0,23.747
1623924360.0,23.73
1623924420.0,23.752
1623924480.0,23.759
1623924540.0,23.741999999999997
1623924600.0,23.74
1623924660.0,23.76
1623924720.0,23.748
1623924780.0,23.752
1623924840.0,23.718000000000004
1623924900.0,23.779
1623924960.0,23.791999999999998
1623925020.0,23.808000000000003
1623925080.0,23.816999999999997
1623925140.0,23.814
1623925200.0,23.8
1623925260.0,23.811999999999998
1623925320.0,23.8
1623925380.0,23.816
1623925440.0,23.824
1623925500.0,23.875999999999998
1623925560.0,23.863000000000003
1623925620.0,23.834
1623925680.0,23.826
1623925740.0,23.863000000000003
1623925800.0,23.836
1623925860.0,23.863000000000003
1623925920.0,23.849
1623925980.0,23.826999999999998
1623926040.0,23.84
1623926100.0,23.846
1623926160.0,23.789
1623926220.0,23.822
1623926280.0,23.784000000000002
1623926340.0,23.784000000000002
1623926400.0,23.829
1623926460.0,23.831999999999997
1623926520.0,23.844
1623926580.0,23.844
1623926640.0,23.822
1623926700.0,23.844
1623926760.0,23.855999999999998
1623926820.0,23.858
1623926880.0,23.839000000000002
1623926940.0,23.840999999999998
1623927000.0,23.872
1623927060.0,23.82800000000001
1623927120.0,23.820999999999998
1623927180.0,23.8
1623927240.0,23.82800000000001
1623927300.0,23.84
1623927360.0,23.802
1623927420.0,23.83
1623927480.0,23.831999999999997
1623927540.0,23.788
1623927600.0,23.799
1623927660.0,23.824
1623927720.0,23.813000000000002
1623927780.0,23.783
1623927840.0,23.802
1623927900.0,23.836
1623927960.0,23.844
1623928020.0,23.846
1623928080.0,23.846
1623928140.0,23.851999999999997
1623928200.0,23.838
1623928260.0,23.807
1623928320.0,23.82800000000001
1623928380.0,23.820999999999998
1623928440.0,23.838
1623928500.0,23.849
1623928560.0,23.8
1623928620.0,23.8
1623928680.0,23.779
1623928740.0,23.796
1623928800.0,23.766
1623928860.0,23.748
1623928920.0,23.728
1623928980.0,23.72
1623929040.0,23.721999999999998
1623929100.0,23.704
1623929160.0,23.677
